2.251232597110536249e-01,1.466523374369630983e-01,1.106496465714186667e-01,1.004765210858910157e-01,9.726641518350863380e-02,9.824868219770144240e-02,9.469190727625878545e-02,-2.137816801316753251e-02,-1.750340636918927897e-02,-9.597480243865976271e-03,-1.599794388901159409e-02,-8.707309241696603586e-03,7.534974838004370595e-03,-1.664171142925309141e-02,-7.295410425074218448e-03,2.342358893317818616e-02,9.594617708693572999e-02,9.813690427951034245e-02,9.024207673437012467e-02,3.825970685601040588e-02,3.442171693415511935e-02
1.466523374369630983e-01,1.510371519020234921e-01,1.207938769956024977e-01,1.086230008919893408e-01,1.032335423269304664e-01,1.033553143909755057e-01,9.995931101515645456e-02,4.839093218128867439e-03,-9.413180818715572926e-03,-9.980765860756973459e-03,1.018266605959299194e-02,-4.092232093066300661e-03,-1.515025134598049642e-03,1.509247464270216388e-02,-4.681422625688047567e-04,7.537445760743903024e-03,4.994901434515974098e-02,8.250440584153427570e-02,8.179315267217038277e-02,5.446301424353430093e-02,3.458389473114280299e-02
1.106496465714186667e-01,1.207938769956024977e-01,1.200428242002489071e-01,1.040312830950444745e-01,9.808458872732948863e-02,9.875392994069927266e-02,9.594891961994378438e-02,1.510205916532669779e-02,-3.256666121871289610e-04,-1.639101492715933778e-02,2.118964646627522624e-02,5.749654715714420765e-03,-1.153549920245659083e-02,3.164188215780523727e-02,1.797958906171546675e-02,1.826691971324462564e-03,4.640307311932560103e-02,6.663414288064137270e-02,5.608402359434783851e-02,5.446863702156008041e-02,3.210711760053504976e-02
1.004765210858910157e-01,1.086230008919893408e-01,1.040312830950444745e-01,1.009074076602078651e-01,9.628490618584145677e-02,9.702425428341156233e-02,9.438402428764312846e-02,1.760621911139439652e-02,4.058198495723610438e-03,-2.354981345600247120e-03,2.368916414181834046e-02,1.051859141936250380e-02,6.064043409407271837e-03,3.289986601681448714e-02,2.151163149306875230e-02,2.531653768605940380e-02,3.846130830155720937e-02,5.487702287839278659e-02,5.875968546674011084e-02,4.834357029406266548e-02,2.979287140785549445e-02
9.726641518350863380e-02,1.032335423269304664e-01,9.808458872732948863e-02,9.628490618584145677e-02,9.494308556129588128e-02,9.601038993542244937e-02,9.350642472908979319e-02,1.780962477562220148e-02,7.953833261538451049e-03,2.914280946777950739e-03,2.334052521527114551e-02,1.429155631287368569e-02,1.165772265534986175e-02,3.166354356887906424e-02,2.512901433169178328e-02,3.211179019052906591e-02,3.872516351161833792e-02,4.803821349853430733e-02,6.160608668731716586e-02,4.538649484853685134e-02,2.976115658639853778e-02
9.824868219770144240e-02,1.033553143909755057e-01,9.875392994069927266e-02,9.702425428341156233e-02,9.601038993542244937e-02,9.728306418103804809e-02,9.477725704446876565e-02,1.851271098746398031e-02,9.259302107855901798e-03,3.945315930274913979e-03,2.391549261613355390e-02,1.551592802562890526e-02,1.249423003142832722e-02,3.237724744935174814e-02,2.677781469974058193e-02,3.364354341089625944e-02,3.910357276514231373e-02,4.860659981746187630e-02,6.189030007194237792e-02,4.581978784511443747e-02,3.027013877766166275e-02
9.469190727625878545e-02,9.995931101515645456e-02,9.594891961994378438e-02,9.438402428764312846e-02,9.350642472908979319e-02,9.477725704446876565e-02,9.247941855770495934e-02,1.867634385690768520e-02,9.572387316327314946e-03,4.551296524725782604e-03,2.409421483085953664e-02,1.588029639478289248e-02,1.328557308758123411e-02,3.249460937956363815e-02,2.710102954384679963e-02,3.466757818836786048e-02,3.769812156781147255e-02,4.559551134501053232e-02,5.958594516487422665e-02,4.423777432173053165e-02,2.922291953166952436e-02
-2.137816801316753251e-02,4.839093218128867439e-03,1.510205916532669779e-02,1.760621911139439652e-02,1.780962477562220148e-02,1.851271098746398031e-02,1.867634385690768520e-02,4.749604661420230023e-02,4.642804972508948747e-02,3.537561101572465894e-02,4.926359824739413862e-02,4.885439899398729552e-02,3.752820682693821380e-02,5.174502135086649079e-02,5.280025598640458034e-02,4.163147253886870236e-02,3.108218971763536658e-03,9.624475937928408942e-03,3.741366704871791019e-03,2.746358254106084570e-02,2.575251238580609364e-02
-1.750340636918927897e-02,-9.413180818715572926e-03,-3.256666121871289610e-04,4.058198495723610438e-03,7.953833261538451049e-03,9.259302107855901798e-03,9.572387316327314946e-03,4.642804972508948747e-02,6.608398083983549331e-02,5.376804130801993153e-02,4.598841120926452919e-02,6.919365748132340344e-02,5.679116306650070639e-02,4.471701078717455619e-02,7.464276305884379181e-02,6.369090349984386779e-02,-5.858178566769112888e-03,1.114016602561523732e-02,-1.143292232541720868e-02,1.592609438128803415e-02,2.298628997454142675e-02
-9.597480243865976271e-03,-9.980765860756973459e-03,-1.639101492715933778e-02,-2.354981345600247120e-03,2.914280946777950739e-03,3.945315930274913979e-03,4.551296524725782604e-03,3.537561101572465894e-02,5.376804130801993153e-02,7.423162058165506949e-02,3.263545321434335733e-02,5.321405436910770642e-02,7.969246619108985574e-02,2.476899927462242884e-02,4.691535655348618578e-02,8.488405406051792446e-02,-5.821085788000690889e-03,3.137467672656363456e-03,-5.614765410718294304e-03,-1.698350469281995371e-03,1.556333058725290451e-02
-1.599794388901159409e-02,1.018266605959299194e-02,2.118964646627522624e-02,2.368916414181834046e-02,2.334052521527114551e-02,2.391549261613355390e-02,2.409421483085953664e-02,4.926359824739413862e-02,4.598841120926452919e-02,3.263545321434335733e-02,5.414084956246154740e-02,5.263617436373625030e-02,4.091030478487128752e-02,5.754693785873361833e-02,5.775978870731305476e-02,4.690399712253182779e-02,5.053415451861173815e-03,1.557217877625986270e-02,6.668532436026728197e-03,3.307964435905275807e-02,2.827246674080472963e-02
-8.707309241696603586e-03,-4.092232093066300661e-03,5.749654715714420765e-03,1.051859141936250380e-02,1.429155631287368569e-02,1.551592802562890526e-02,1.588029639478289248e-02,4.885439899398729552e-02,6.919365748132340344e-02,5.321405436910770642e-02,5.263617436373625030e-02,7.874412405693531625e-02,6.555915320430492910e-02,5.202041686903097900e-02,8.623668700098506557e-02,7.582166262443092164e-02,-4.760695563959766591e-03,2.033374949921073344e-02,-1.012280320049701796e-02,2.203616200421322502e-02,2.616914423904423762e-02
7.534974838004370595e-03,-1.515025134598049642e-03,-1.153549920245659083e-02,6.064043409407271837e-03,1.165772265534986175e-02,1.249423003142832722e-02,1.328557308758123411e-02,3.752820682693821380e-02,5.679116306650070639e-02,7.969246619108985574e-02,4.091030478487128752e-02,6.555915320430492910e-02,1.011409766972718588e-01,3.188181815613259917e-02,5.869679175399587084e-02,1.113612185538167404e-01,-5.706978356798419506e-03,1.585607524704952392e-02,-1.736542103541019498e-03,3.218315111012364036e-03,1.942231623350301750e-02
-1.664171142925309141e-02,1.509247464270216388e-02,3.164188215780523727e-02,3.289986601681448714e-02,3.166354356887906424e-02,3.237724744935174814e-02,3.249460937956363815e-02,5.174502135086649079e-02,4.471701078717455619e-02,2.476899927462242884e-02,5.754693785873361833e-02,5.202041686903097900e-02,3.188181815613259917e-02,6.689856213129169449e-02,6.565942377588553092e-02,4.946807482650360938e-02,1.226354591491008242e-02,1.916504392146670122e-02,6.385064584085660237e-03,3.968969884542484367e-02,3.024841710243542439e-02
-7.295410425074218448e-03,-4.681422625688047567e-04,1.797958906171546675e-02,2.151163149306875230e-02,2.512901433169178328e-02,2.677781469974058193e-02,2.710102954384679963e-02,5.280025598640458034e-02,7.464276305884379181e-02,4.691535655348618578e-02,5.775978870731305476e-02,8.623668700098506557e-02,5.869679175399587084e-02,6.565942377588553092e-02,1.085962971357974649e-01,8.957606373917025022e-02,4.079402348476622760e-03,2.761370906939088557e-02,-1.598190907504749847e-02,2.929134197444693832e-02,2.870934076434825816e-02
2.342358893317818616e-02,7.537445760743903024e-03,1.826691971324462564e-03,2.531653768605940380e-02,3.211179019052906591e-02,3.364354341089625944e-02,3.466757818836786048e-02,4.163147253886870236e-02,6.369090349984386779e-02,8.488405406051792446e-02,4.690399712253182779e-02,7.582166262443092164e-02,1.113612185538167404e-01,4.946807482650360938e-02,8.957606373917025022e-02,1.644553907871145193e-01,8.598500204305054018e-03,2.821597284689214211e-02,-8.665756300795938658e-03,6.214761607127774340e-03,2.223107920838997276e-02
9.594617708693572999e-02,4.994901434515974098e-02,4.640307311932560103e-02,3.846130830155720937e-02,3.872516351161833792e-02,3.910357276514231373e-02,3.769812156781147255e-02,3.108218971763536658e-03,-5.858178566769112888e-03,-5.821085788000690889e-03,5.053415451861173815e-03,-4.760695563959766591e-03,-5.706978356798419506e-03,1.226354591491008242e-02,4.079402348476622760e-03,8.598500204305054018e-03,2.983154941655453141e-01,1.837926078772707944e-02,-7.281527714307976795e-03,9.656790374429806770e-03,2.854038387949864655e-02
9.813690427951034245e-02,8.250440584153427570e-02,6.663414288064137270e-02,5.487702287839278659e-02,4.803821349853430733e-02,4.860659981746187630e-02,4.559551134501053232e-02,9.624475937928408942e-03,1.114016602561523732e-02,3.137467672656363456e-03,1.557217877625986270e-02,2.033374949921073344e-02,1.585607524704952392e-02,1.916504392146670122e-02,2.761370906939088557e-02,2.821597284689214211e-02,1.837926078772707944e-02,2.027792756562271370e-01,3.170942899425840955e-02,6.945988226838775703e-02,4.301593667002793359e-02
9.024207673437012467e-02,8.179315267217038277e-02,5.608402359434783851e-02,5.875968546674011084e-02,6.160608668731716586e-02,6.189030007194237792e-02,5.958594516487422665e-02,3.741366704871791019e-03,-1.143292232541720868e-02,-5.614765410718294304e-03,6.668532436026728197e-03,-1.012280320049701796e-02,-1.736542103541019498e-03,6.385064584085660237e-03,-1.598190907504749847e-02,-8.665756300795938658e-03,-7.281527714307976795e-03,3.170942899425840955e-02,1.728437929058948275e-01,6.256119619485979444e-02,3.403876657844050885e-02
3.825970685601040588e-02,5.446301424353430093e-02,5.446863702156008041e-02,4.834357029406266548e-02,4.538649484853685134e-02,4.581978784511443747e-02,4.423777432173053165e-02,2.746358254106084570e-02,1.592609438128803415e-02,-1.698350469281995371e-03,3.307964435905275807e-02,2.203616200421322502e-02,3.218315111012364036e-03,3.968969884542484367e-02,2.929134197444693832e-02,6.214761607127774340e-03,9.656790374429806770e-03,6.945988226838775703e-02,6.256119619485979444e-02,6.223397741923940990e-02,3.705239917772633340e-02
3.442171693415511935e-02,3.458389473114280299e-02,3.210711760053504976e-02,2.979287140785549445e-02,2.976115658639853778e-02,3.027013877766166275e-02,2.922291953166952436e-02,2.575251238580609364e-02,2.298628997454142675e-02,1.556333058725290451e-02,2.827246674080472963e-02,2.616914423904423762e-02,1.942231623350301750e-02,3.024841710243542439e-02,2.870934076434825816e-02,2.223107920838997276e-02,2.854038387949864655e-02,4.301593667002793359e-02,3.403876657844050885e-02,3.705239917772633340e-02,2.993484127074834411e-02
