1.000000000000000000e+00,7.953108573554240612e-01,6.730878399158121139e-01,6.666423207405731688e-01,6.653054097232462549e-01,6.638927545350739035e-01,6.562663472439946855e-01,-2.003922405485101810e-01,-1.588461244446256193e-01,-1.559532398718350699e-01,-7.257925027403368257e-02,-7.154549264309514878e-02,-1.385727959254419994e-01,-7.239081000854617753e-02,5.026840956798662302e-02,-1.251836598408608558e-01,-5.010679857196227716e-02,1.207362143181492931e-01,3.951731353198814078e-01,4.506630938411870235e-01,4.159342628436613620e-01,2.895960852666598084e-01,3.908512395100292580e-01
7.953108573554240612e-01,1.000000000000000000e+00,8.970877465621978075e-01,8.798697327607487573e-01,8.620793955189985924e-01,8.526529479225651853e-01,8.457827336943826158e-01,5.537869200739021364e-02,-1.042938594950172659e-01,-1.431325176018543033e-01,-9.214831728526151622e-02,-1.331273821388976597e-01,1.076821212573479264e-01,-4.153631982746519569e-02,-1.233961094168780324e-02,1.386048421910615613e-01,-3.925482688860227644e-03,4.743256461802387164e-02,2.511625886724883627e-01,4.625568015625295959e-01,4.602574793082904181e-01,5.032931421468609390e-01,4.794255286425325724e-01
6.730878399158121139e-01,8.970877465621978075e-01,1.000000000000000000e+00,9.452231034099397577e-01,9.187577221445656361e-01,9.138347413588913115e-01,9.106457005909204261e-01,1.938602036554947505e-01,-4.047336988456960716e-03,-6.264822948529157054e-02,-1.697474187098884368e-01,-2.194617275728517614e-01,2.513504131465966740e-01,6.546110231808772995e-02,-1.053881580589659667e-01,3.259522987820044349e-01,1.691097975667954223e-01,1.289411438677092771e-02,2.617270215544150180e-01,4.190429491833961850e-01,3.539947828174961342e-01,5.645983943693761997e-01,4.992549339995931423e-01
6.666423207405731688e-01,8.798697327607487573e-01,9.452231034099397577e-01,1.000000000000000000e+00,9.837053109491408209e-01,9.792648547808413539e-01,9.770446718303091860e-01,2.465046847071993286e-01,5.500928407598919267e-02,-7.591528401709049002e-03,-2.660059689548445114e-02,-9.222111684290154598e-02,3.064871052546848107e-01,1.306188070231252829e-01,6.042606308220788841e-02,3.696514774598421149e-01,2.206830285917311951e-01,1.949113309728596477e-01,2.366096484572129122e-01,3.764079972659181150e-01,4.045234831516417717e-01,5.465607358161947982e-01,5.052891659640540434e-01
6.653054097232462549e-01,8.620793955189985924e-01,9.187577221445656361e-01,9.837053109491408209e-01,1.000000000000000000e+00,9.990056443014586618e-01,9.979004894778491508e-01,2.570654425544055544e-01,1.111498915965407897e-01,6.319897972804873476e-02,3.393635398603251502e-02,-1.751780553120312403e-02,3.113170799493250596e-01,1.829605704389709042e-01,1.197582857743955398e-01,3.667648332818041479e-01,2.657669018091838309e-01,2.548749464473419879e-01,2.456017805697891521e-01,3.396917513591836690e-01,4.372378519011843045e-01,5.290006503836299778e-01,5.203640474001391958e-01
6.638927545350739035e-01,8.526529479225651853e-01,9.138347413588913115e-01,9.792648547808413539e-01,9.990056443014586618e-01,1.000000000000000000e+00,9.992242599392884284e-01,2.639805928840506799e-01,1.278273734942964868e-01,8.033315660978639083e-02,4.538669933315178651e-02,-5.711871177454130692e-03,3.151263396981942022e-01,1.962315287790689644e-01,1.267985828099112977e-01,3.704939712209777136e-01,2.797780389567177672e-01,2.638015910280386844e-01,2.450009341870218460e-01,3.395521191581424847e-01,4.339400832138371467e-01,5.275889442681309660e-01,5.228594242622593979e-01
6.562663472439946855e-01,8.457827336943826158e-01,9.106457005909204261e-01,9.770446718303091860e-01,9.979004894778491508e-01,9.992242599392884284e-01,1.000000000000000000e+00,2.731428996094470985e-01,1.355382734893098295e-01,8.399342903519810277e-02,5.370046191515957107e-02,-2.557916141385039449e-03,3.256223661090061339e-01,2.059897973474695554e-01,1.382869730258650398e-01,3.813718354790631149e-01,2.904158765657561814e-01,2.788015983869971959e-01,2.422518414996955860e-01,3.266851319521706376e-01,4.284963112286006570e-01,5.224346295483125457e-01,5.177143535585532197e-01
-2.003922405485101810e-01,5.537869200739021364e-02,1.938602036554947505e-01,2.465046847071993286e-01,2.570654425544055544e-01,2.639805928840506799e-01,2.731428996094470985e-01,1.000000000000000000e+00,8.287119693163340628e-01,8.096379748823628875e-01,6.178744523936903210e-01,5.584028517262156210e-01,9.714822401787510664e-01,7.988511518706072900e-01,5.615455649126710469e-01,9.179762551803928305e-01,7.351903339376244517e-01,4.885268917663410093e-01,2.604075625851372255e-02,9.780142853845499862e-02,4.117970907161943445e-02,5.051433952293508112e-01,6.829712053212436684e-01
-1.588461244446256193e-01,-1.042938594950172659e-01,-4.047336988456960716e-03,5.500928407598919267e-02,1.111498915965407897e-01,1.278273734942964868e-01,1.355382734893098295e-01,8.287119693163340628e-01,1.000000000000000000e+00,9.736697751271419232e-01,7.910028020075757782e-01,7.166269238639414452e-01,7.688431945246050336e-01,9.591998694009881143e-01,7.157567761589499478e-01,6.725371426233150984e-01,8.811139973443687934e-01,6.295085448148330931e-01,-4.155350170420940570e-02,9.584353137148085566e-02,-1.065401456871100383e-01,2.483404180324002841e-01,5.168116594664993180e-01
-1.559532398718350699e-01,-1.431325176018543033e-01,-6.264822948529157054e-02,-7.591528401709049002e-03,6.319897972804873476e-02,8.033315660978639083e-02,8.399342903519810277e-02,8.096379748823628875e-01,9.736697751271419232e-01,1.000000000000000000e+00,7.944964885150431755e-01,7.911317292330181106e-01,7.479034231197778659e-01,9.293375204336709050e-01,7.193428873893609188e-01,6.382346011771569128e-01,8.321376744094494127e-01,6.096478941699103871e-01,-4.109505060711077240e-02,8.890506322996009902e-02,-8.729483294319397013e-02,2.405512525958211079e-01,5.427930472404780549e-01
