-7.257925027403368257e-02,-9.214831728526151622e-02,-1.697474187098884368e-01,-2.660059689548445114e-02,3.393635398603251502e-02,4.538669933315178651e-02,5.370046191515957107e-02,6.178744523936903210e-01,7.910028020075757782e-01,7.944964885150431755e-01,1.000000000000000000e+00,9.533092477087187211e-01,5.287715668234963529e-01,7.102597947701018155e-01,9.197276104295449839e-01,3.567778148972330365e-01,5.267890892622143495e-01,7.682588737995277306e-01,-3.914334302864438953e-02,2.543990247342648239e-02,-4.933241657767548777e-02,-2.491075296624986612e-02,3.349915358402832943e-01
-7.154549264309514878e-02,-1.331273821388976597e-01,-2.194617275728517614e-01,-9.222111684290154598e-02,-1.751780553120312403e-02,-5.711871177454130692e-03,-2.557916141385039449e-03,5.584028517262156210e-01,7.166269238639414452e-01,7.911317292330181106e-01,9.533092477087187211e-01,1.000000000000000000e+00,4.725497031618208776e-01,6.370448211492472090e-01,8.772815893617590399e-01,2.928985577480281433e-01,4.398454840350262685e-01,7.036066908444511547e-01,-3.244298062397335536e-02,1.642138691927454847e-02,-2.147847777686686527e-02,-3.163412362450591236e-02,3.518182488692915277e-01
-1.385727959254419994e-01,1.076821212573479264e-01,2.513504131465966740e-01,3.064871052546848107e-01,3.113170799493250596e-01,3.151263396981942022e-01,3.256223661090061339e-01,9.714822401787510664e-01,7.688431945246050336e-01,7.479034231197778659e-01,5.287715668234963529e-01,4.725497031618208776e-01,1.000000000000000000e+00,8.061441478498102553e-01,5.678610228375444713e-01,9.562056254577524506e-01,7.532784689773170950e-01,5.105740223459328542e-01,3.959948707536528612e-02,1.480062514197202084e-01,6.865083690493546664e-02,5.698814486976857552e-01,7.022838622030800337e-01
-7.239081000854617753e-02,-4.153631982746519569e-02,6.546110231808772995e-02,1.306188070231252829e-01,1.829605704389709042e-01,1.962315287790689644e-01,2.059897973474695554e-01,7.988511518706072900e-01,9.591998694009881143e-01,9.293375204336709050e-01,7.102597947701018155e-01,6.370448211492472090e-01,8.061441478498102553e-01,1.000000000000000000e+00,7.496440827053018063e-01,7.167312793812703475e-01,9.325571944804970093e-01,6.799149646181540385e-01,-3.101480317253547253e-02,1.606727436733043357e-01,-8.663840019045968011e-02,3.147843259488348200e-01,5.390039687632973697e-01
5.026840956798662302e-02,-1.233961094168780324e-02,-1.053881580589659667e-01,6.042606308220788841e-02,1.197582857743955398e-01,1.267985828099112977e-01,1.382869730258650398e-01,5.615455649126710469e-01,7.157567761589499478e-01,7.193428873893609188e-01,9.197276104295449839e-01,8.772815893617590399e-01,5.678610228375444713e-01,7.496440827053018063e-01,1.000000000000000000e+00,3.934262747048359321e-01,5.646339839114418169e-01,8.634681959362797699e-01,-3.277253280527806650e-02,1.097947939073160850e-01,-1.302974628403076943e-02,4.044073155105565309e-02,3.581485619761997641e-01
-1.251836598408608558e-01,1.386048421910615613e-01,3.259522987820044349e-01,3.696514774598421149e-01,3.667648332818041479e-01,3.704939712209777136e-01,3.813718354790631149e-01,9.179762551803928305e-01,6.725371426233150984e-01,6.382346011771569128e-01,3.567778148972330365e-01,2.928985577480281433e-01,9.562056254577524506e-01,7.167312793812703475e-01,3.934262747048359321e-01,1.000000000000000000e+00,7.703377251726351016e-01,4.787235626280024747e-01,8.644803923462811290e-02,1.638607832416873189e-01,5.913102287766990733e-02,6.151140300603166189e-01,6.759363176185851918e-01
-5.010679857196227716e-02,-3.925482688860227644e-03,1.691097975667954223e-01,2.206830285917311951e-01,2.657669018091838309e-01,2.797780389567177672e-01,2.904158765657561814e-01,7.351903339376244517e-01,8.811139973443687934e-01,8.321376744094494127e-01,5.267890892622143495e-01,4.398454840350262685e-01,7.532784689773170950e-01,9.325571944804970093e-01,5.646339839114418169e-01,7.703377251726351016e-01,1.000000000000000000e+00,6.757470185727085799e-01,2.266656262284899928e-02,1.860972645672670511e-01,-1.166618313906209042e-01,3.563017715324336421e-01,5.035321810118392749e-01
1.207362143181492931e-01,4.743256461802387164e-02,1.289411438677092771e-02,1.949113309728596477e-01,2.548749464473419879e-01,2.638015910280386844e-01,2.788015983869971959e-01,4.885268917663410093e-01,6.295085448148330931e-01,6.096478941699103871e-01,7.682588737995277306e-01,7.036066908444511547e-01,5.105740223459328542e-01,6.799149646181540385e-01,8.634681959362797699e-01,4.787235626280024747e-01,6.757470185727085799e-01,1.000000000000000000e+00,3.872164918250605575e-02,1.532175230347302408e-01,-5.098993659855255434e-02,6.124271386390821303e-02,3.214861378573582451e-01
3.951731353198814078e-01,2.511625886724883627e-01,2.617270215544150180e-01,2.366096484572129122e-01,2.456017805697891521e-01,2.450009341870218460e-01,2.422518414996955860e-01,2.604075625851372255e-02,-4.155350170420940570e-02,-4.109505060711077240e-02,-3.914334302864438953e-02,-3.244298062397335536e-02,3.959948707536528612e-02,-3.101480317253547253e-02,-3.277253280527806650e-02,8.644803923462811290e-02,2.266656262284899928e-02,3.872164918250605575e-02,1.000000000000000000e+00,7.472713828997884500e-02,-3.206695390384157324e-02,7.200430905752218391e-02,3.058453295000325145e-01
4.506630938411870235e-01,4.625568015625295959e-01,4.190429491833961850e-01,3.764079972659181150e-01,3.396917513591836690e-01,3.395521191581424847e-01,3.266851319521706376e-01,9.780142853845499862e-02,9.584353137148085566e-02,8.890506322996009902e-02,2.543990247342648239e-02,1.642138691927454847e-02,1.480062514197202084e-01,1.606727436733043357e-01,1.097947939073160850e-01,1.638607832416873189e-01,1.860972645672670511e-01,1.532175230347302408e-01,7.472713828997884500e-02,1.000000000000000000e+00,1.693751699131657018e-01,6.281825205781402799e-01,5.591103713157442590e-01
4.159342628436613620e-01,4.602574793082904181e-01,3.539947828174961342e-01,4.045234831516417717e-01,4.372378519011843045e-01,4.339400832138371467e-01,4.284963112286006570e-01,4.117970907161943445e-02,-1.065401456871100383e-01,-8.729483294319397013e-02,-4.933241657767548777e-02,-2.147847777686686527e-02,6.865083690493546664e-02,-8.663840019045968011e-02,-1.302974628403076943e-02,5.913102287766990733e-02,-1.166618313906209042e-01,-5.098993659855255434e-02,-3.206695390384157324e-02,1.693751699131657018e-01,1.000000000000000000e+00,6.128324290976943090e-01,4.792110995495180714e-01
2.895960852666598084e-01,5.032931421468609390e-01,5.645983943693761997e-01,5.465607358161947982e-01,5.290006503836299778e-01,5.275889442681309660e-01,5.224346295483125457e-01,5.051433952293508112e-01,2.483404180324002841e-01,2.405512525958211079e-01,-2.491075296624986612e-02,-3.163412362450591236e-02,5.698814486976857552e-01,3.147843259488348200e-01,4.044073155105565309e-02,6.151140300603166189e-01,3.563017715324336421e-01,6.124271386390821303e-02,7.200430905752218391e-02,6.281825205781402799e-01,6.128324290976943090e-01,1.000000000000000000e+00,8.584481625839824881e-01
3.908512395100292580e-01,4.794255286425325724e-01,4.992549339995931423e-01,5.052891659640540434e-01,5.203640474001391958e-01,5.228594242622593979e-01,5.177143535585532197e-01,6.829712053212436684e-01,5.168116594664993180e-01,5.427930472404780549e-01,3.349915358402832943e-01,3.518182488692915277e-01,7.022838622030800337e-01,5.390039687632973697e-01,3.581485619761997641e-01,6.759363176185851918e-01,5.035321810118392749e-01,3.214861378573582451e-01,3.058453295000325145e-01,5.591103713157442590e-01,4.792110995495180714e-01,8.584481625839824881e-01,1.000000000000000000e+00
